CardName,CardEffect,CardType,CardRace,Mana,Civilization,Power,Set,SetNum,ImageURL
"Storm Genji Double Cross, the Super Temporal","■ Super Infinite evolution—Put this creature on one or more of your psychic creature(s) that have total cost 20 or more.
■ Whenever you put psychic creatures into the battle zone or awaken them, you may put this creature from your hyperspatial zone into the battle zone. 
■ Quattro Breaker
■ Meteorburn Awaken: At the Step#Step 2 (Draw)",Evolution Psychic Creature,Armored Dragon/Flame Command/Samurai,20,Fire,24000,DMBD-13,5a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-5a
"Last Storm Double Cross, the Super Awakened","■ World Breaker
■ Whenever your opponent would choose a creature in the battle zone, they Unchoosable
■ Whenever this creature attacks, you may put any number of psychic creatures that cost 10 or less from your hyperspatial zone into the battle zone.",Psychic Creature,Armored Dragon/Flame Command/Samurai,40,Fire,35000,DMBD-13,5b,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-5b
Hyperspatial Gallows Hole,"■ Choose a non-psychic creature in the battle zone and return it to its owner's hand.
■ Put a water or darkness psychic creature that costs 7 or less from your hyperspatial zone into the battle zone.",Spell,,6,Water,,DMBD-13,19,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-19
Dondon Vacuuming Now,"■ Shield Trigger
■ Look at the top 5 cards of your deck. Reveal one and put it into your hand, then put the rest on the bottom of your deck in any order. If the card revealed this way was a fire or nature card, you may choose a creature and return it to its owner's hand.",Spell,,4,Water,,DMBD-13,16,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-16
"Gaial Kaiser, the Victorious","■ Speed Attacker
■ When you put this creature, this creature can attack untapped creatures until the End Step
■ Hyperspatial Psychic",Psychic Creature,Red Command Dragon/Hunter,7,Darkness/Fire/Nature,5000,DMBD-13,4a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-4a
"Ryusei Kaiser, the Victorious","■ Double Breaker
■ Your opponent's cards are put into their mana zone tapped
■ Hyperspatial Psychic",Psychic Creature,Red Command Dragon/Hunter,6,Water/Darkness/Fire,6000,DMBD-13,2a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-2a
"Prin Prin, the Victorious","■ When you put this creature into the battle zone, choose one of your opponent's creatures in the battle zone. Until the start of your next turn, that creature can't attack or block.
■ Victory Psychic Link—If you have Ryusei Kaiser, the Victorious and Gaial Kaiser, the Victorious in the battle zone, link them to this creature and Gaial Ore Dragon, the Vainglory
■ Hyperspatial Psychic",Psychic Creature,Hunter/Alien,5,Light/Water/Nature,4000,DMBD-13,4a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-4a
"Prin Prin, the Victorious","■ When you put this creature into the battle zone, choose one of your opponent's creatures in the battle zone. Until the start of your next turn, that creature can't attack or block.
■ Victory Psychic Link—If you have Ryusei Kaiser, the Victorious and Gaial Kaiser, the Victorious in the battle zone, link them to this creature and Gaial Ore Dragon, the Vainglory
■ Hyperspatial Psychic",Psychic Creature,Hunter/Alien,5,Light/Water/Nature,4000,DMBD-13,4a,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-4a
"Gaial Ore Dragon, the Vainglory","■ Speed Attacker
■ Hunting
■ World Breaker
■ Whenever this creature wins a battle, untap this creature, then choose 2 of your opponent's shields. Your opponent puts those shields into their hand.
■ Link Release",Psychic Super Creature,Rainbow Command Dragon/Hunter,30,Light/Water/Darkness/Fire/Nature,26000+,DMBD-13,2b,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-2b
"Gaial Ore Dragon, the Vainglory","■ Speed Attacker
■ Hunting
■ World Breaker
■ Whenever this creature wins a battle, untap this creature, then choose 2 of your opponent's shields. Your opponent puts those shields into their hand.
■ Link Release",Psychic Super Creature,Rainbow Command Dragon/Hunter,30,Light/Water/Darkness/Fire/Nature,26000+,DMBD-13," 4b",https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13- 4b
"Gaial Ore Dragon, the Vainglory","■ Speed Attacker
■ Hunting
■ World Breaker
■ Whenever this creature wins a battle, untap this creature, then choose 2 of your opponent's shields. Your opponent puts those shields into their hand.
■ Link Release",Psychic Super Creature,Rainbow Command Dragon/Hunter,30,Light/Water/Darkness/Fire/Nature,26000+,DMBD-13,3b,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-3b
Faerie Shower,"■ Shield Trigger
■ Look at the top 2 cards of your deck. Put one of them into your hand and the other into your mana zone.",Spell,,4,Water/Nature,,DMBD-13,18,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-18
"Sr Spellcyclica, Dragment Symbol","■ Double Breaker
■ When you put this creature, you may cast a spell that costs 7 or less from your graveyard For No Cost
■ When this creature would be destroyed, put it on the bottom of your deck instead.",Creature,Crystal Command Dragon,7,Water,6000,DMBD-13,10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-10
"Johnny Walker, Exploding Mask","■ When you put this creature into the battle zone, you may destroy this creature. If you do, choose one of the following.
:► Put the top card of your deck into your mana zone.
:► Destroy one of your opponent's creatures that has power 2000 or less.",Creature,Human Baku,2,Fire/Nature,2000,DMBD-13,21,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-21
"Sword Saint Jigen, Awoken Dragon World","■ Speed Attacker
■ Triple Breaker
■ Whenever this creature attacks, you may flip any number of draghearts or psychic creatures.
■ Whenever this creature wins a battle, you may untap it.",Creature,Gaial Command Dragon,9,Fire,14000,DMBD-13,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-8
"Cyberdice Vegas, Gambling Expert of D","■ Shield Trigger
■ End Step
■ ''(Whenever another D2 Field is put into the battle zone, put this D2 Field into your graveyard.)''
■ D2 Wrap",D2 Field,,5,Water,,DMBD-13,17,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-17
"Analith, Cyber Armor","■ When you put this creature into the battle zone, you may destroy it. If you do, choose one of the following.
:► Put the top card of your deck into your mana zone.
:► Draw a card.",Creature,Cyber Lord/Giant Insect,2,Water/Nature,2000,DMBD-13,20,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-20
Hurricane Crawler/Brain Charger,"■ When you put this creature into the battle zone, put all the cards from your hand into your mana zone. Then put that many cards from your mana zone into your hand.
=========================
■ Draw a card.
■ Charger",Twinpact,Earth Eater,5,Water/Water,4000,DMBD-13,9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-9
Dondon Shower Now,"■ Shield Trigger
■ Put the top 2 cards of your deck into your mana zone tapped. 
■ Return a creature from your mana zone to your hand. Then you may choose one of your opponent's creatures that costs the same as or less than that creature and return it to its owner's hand.",Spell,,5,Water/Nature,,DMBD-13,11,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-11
Hyperspatial Ryusei Hole,"■ Put a water, fire or nature psychic creature that costs 7 or less from your hyperspatial zone.
■ Choose one of the following.
:► Draw a card.
:► Destroy one of your opponent's creatures that has power 3000 or less. 
:► Put the top card of your deck into your mana zone.
■ Hyperspatial Psychic",Spell,,5,Water/Fire/Nature,,DMBD-13,15,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-15
Final Wars! Onimaru Boy/Hyperspatial Onishura Hole,"■ Shield Trigger
■ When you put this creature, put one of your opponent's cards in the battle zone that costs 4 or less into its owner's graveyard.
=========================
■ Destroy all your opponent's creatures that have power 2000 or less.
■ Put a fire psychic creature that costs 7 or less from your hyperspatial zone into the battle zone.",Twinpact,Human/Hunter/Alien,5,Fire/Fire,2000,DMBD-13,13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-13
"Prin Prin, Princess Rush","■ Speed Attacker
■ Mach Fighter
■ Double Breaker
■ When you put this creature or whenever it wins a battle, put a psychic creature that costs 10 or less from your hyperspatial zone.
■ At the start of your turn, if the total cost of your psychic creatures in the battle zone is 100 or more, you Alternate Win",Creature,Red Command Dragon/Hunter/Alien,9,Water/Fire/Nature,11000,DMBD-13,7,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-7
Everyone Gathered Together! Aqua Three Brothers/Hyperspatial JCA Hole,"■ During your opponent's turn, whenever your opponent puts a creature into the battle zone without paying its cost, you may return that creature to its owner's hand.
=========================
■ Shield Trigger
■ Draw 2 cards, then put a card from your hand on the bottom of your deck.
■ Put a water psychic creature that costs 7 or less from your hyperspatial zone into the battle zone.",Twinpact,Liquid People/Hunter,3,Water/Water,3000,DMBD-13,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-12
"The Big Boss, Kiryuin Jin/""I Don't Give a Damn About Unknown's!""","■ Mach Fighter
■ Double Breaker
■ Whenever this creature wins a battle, put a nature psychic creature that costs 7 or less from your hyperspatial zone into the battle zone.
=========================
■ Put the top card of your deck into your mana zone. If it's a spell that has ""Hyperspatial"" in its name, put another card from your deck into your mana zone.",Twinpact,Beast Folk/Hunter,7,Nature/Nature,9000,DMBD-13,14,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-13-14
Faerie Life,"■ Shield Trigger
■ Put the top card of your deck into your mana zone.",Spell,,2,Nature,,DMBD-18,13,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-13
Faerie Gift,"■ This turn, the next creature you summon may cost up to 3 less. It can't cost less than 1.",Spell,,1,Nature,,DMBD-18,SE10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE10
Bolmeteus Sapphire Dragon,"■ Speed Attacker
■ Power Attacker
■ Triple Breaker
■ Whenever this creature would break a shield, your opponent puts that shield into their graveyard instead.",Creature,Armored Dragon,10,Fire,11000+,DMBD-18,10,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-10
Bolmeteus Sapphire Dragon,"■ Speed Attacker
■ Power Attacker
■ Triple Breaker
■ Whenever this creature would break a shield, your opponent puts that shield into their graveyard instead.",Creature,Armored Dragon,10,Fire,11000+,DMBD-18," BE9",https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18- BE9
"Romanesk, the Dragon Wizard","■ Blocker
■ When you put this creature, you may put the top 4 cards of your deck into your mana zone.
■ End Step",Creature,Apollonia Dragon/Armored Dragon/Earth Dragon,6,Light/Fire/Nature,5000,DMBD-18,SE5,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE5
"Romanesk, the Dragon Wizard","■ Blocker
■ When you put this creature, you may put the top 4 cards of your deck into your mana zone.
■ End Step",Creature,Apollonia Dragon/Armored Dragon/Earth Dragon,6,Light/Fire/Nature,5000,DMBD-18," BE8",https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18- BE8
"Perfect Galaxy, Immortality Elemental","■ Double Breaker
■ Shield Force",Creature,Angel Command,7,Light,9000,DMBD-18,SE6,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE6
Slowly Chain,"■ Shield Trigger
■ Shieldify this spell. Then put one of your shields into your graveyard.",Spell,,4,Light,,DMBD-18,SE9,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE9
Slowly Chain,"■ Shield Trigger
■ Shieldify this spell. Then put one of your shields into your graveyard.",Spell,,4,Light,,DMBD-18," BE10",https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18- BE10
Positron Sign,"■ Shield Trigger
■ Look at the top 4 cards of your deck. You may choose a spell that has ""shield trigger"" from among them. Put the rest of the cards on the bottom of your deck in any order. Then cast the chosen spell For No Cost",Spell,,5,Light,,DMBD-18,SE8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE8
Orochi of the Hidden Blade,"■ Ninja Strike
■ When you put this creature into the battle zone, choose another creature in the battle zone and put it on the bottom of its owner's deck. That creature's owner reveals cards from the top of their deck until he reveals a non-evolution creature, puts that creature into the battle zone, and then puts the rest of the revealed cards on the bottom of their deck in any order.",Creature,Cyber Lord/Shinobi,6,Water,3000,DMBD-18,SE7,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE7
Hogan Blaster,"■ Shield Trigger
■ Shuffle your deck, then reveal the top card of your deck. If that card is a creature, you may put it into the battle zone. If that card is a spell, you may cast it For No Cost",Spell,,5,Water,,DMBD-18,12,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-12
"Onimaru ""Head"", Victory Rush","■ Speed Attacker
■ Power Attacker
■ Triple Breaker
■ Gachinko Judge 2",Creature,Human/Red Command Dragon/Hunter/Alien,10,Fire,9000+,DMBD-18,8,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-8
"VAN Beethoven, Zenith of ""Shura""","■ Triple Breaker
■ When you summon this creature into the battle zone, return all your opponent's creatures in the battle zone to their owners' hands.
■ Whenever your opponent would put a command or dragon into the battle zone, your opponent puts that creature into their graveyard instead.
■ Eternal Omega",Creature,King Command Dragon/Unknown/Zenith,11,Colorless,14000,DMBD-18,SE3,https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18-SE3
"VAN Beethoven, Zenith of ""Shura""","■ Triple Breaker
■ When you summon this creature into the battle zone, return all your opponent's creatures in the battle zone to their owners' hands.
■ Whenever your opponent would put a command or dragon into the battle zone, your opponent puts that creature into their graveyard instead.
■ Eternal Omega",Creature,King Command Dragon/Unknown/Zenith,11,Colorless,14000,DMBD-18," BE7",https://dm.takaratomy.co.jp/wp-content/card/cardimage//DMBD-18- BE7
